"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,3.5,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,8.8,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,17.8,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,78.6,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,6.2,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,8.9,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,6.1,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,7.6,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,23.5,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,3.8,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,14.2,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,55.3,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,91.1,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,10.3,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,4.4,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,84.7,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,79.6,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,36.5,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,19.3,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,3.8,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,66,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,78.9,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,2.6,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,59.8,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,9.2,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,9.9,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,55,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,70,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,50.9,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,22.9,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,86.4,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,2.5,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,69,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,35.9,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,85.8,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,52.4,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,87.7,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,8.1,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,7.4,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,19.4,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,76.1,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,4.5,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,1.6,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,8.8,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,77.6,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,12,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,4.7,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,3.1,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,43.4,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,63.6,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,70.2,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,83.3,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,62.4,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,70.6,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,4,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,12.3,,
"ZAF","South Africa","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,27.3,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,6.8,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,7.6,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,16,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,6,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,2.3,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,67.1,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,67,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,31,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,12.3,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,42.1,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,57.3,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,37.5,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,89.6,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,21.5,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,1.6,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,7.9,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,5.4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,25.2,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,6.4,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,64.6,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,47.2,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,72.8,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,54.3,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,60,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,77.6,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,5.6,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,53.9,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,26.8,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,79.4,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,56.8,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,7.1,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,7.9,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,88.3,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,20.7,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,3.6,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,7.2,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,5.3,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,63.5,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,73.4,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,63.3,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,75.3,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,14.5,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,23.7,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,58.1,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,4.4,,
