"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"ZAF","South Africa","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"ARG","Argentina","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"x","Data included in another category"
"TUR","Turkey","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C4","Post-secondary non-tertiary general education  (ISCED2011 level 4 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"z","Not applicable"
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",21.76,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",21.466,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",21.618,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",21.597,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",22.434,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",22.314,,
"AUT","Austria","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",20.47,,
"RUS","Russia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"x","Data included in another category"
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C4","Post-secondary non-tertiary general education  (ISCED2011 level 4 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"z","Not applicable"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",30.538,,
"BEL","Belgium","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",11.745,,
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",17.31,,
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",21.765,,
"ESP","Spain","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",23.815,,
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"IRL","Ireland","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",16.051,,
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",14.656,,
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",12.44,,
"ESP","Spain","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",12.402,,
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"z","Not applicable"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"z","Not applicable"
"IND","India","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"z","Not applicable"
"CAN","Canada","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",13.78,,
"CAN","Canada","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",14.576,,
"CAN","Canada","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",15.414,,
